Country,Country Code,Year,budget_deficit/surplus,capital_expenditure,consumer_price_index_(cpi),defence_expenditure,education_expenditure,expenditure,exports,food_inflation,food_inflation_yoy,gdp_growth_rate,gdp_per_capita,government_debt,health_expenditure,imports,inflation_rate,interest_rate,labour_force,nominal_gdp,population,real_gdp,revenue,tax_revenue,unemployment_rate,value_added_tax_(vat),debt_to_gdp,rev_exp_ratio,interest_payment_est,primary_balance_est,debt_service_ratio_est,deficit_gdp_ratio,deficit_volatility_3yr,deficit_yoy_change,cumulative_deficit,gdp_per_capita_calc,gdp_growth_efficiency,gdp_real_nominal_gap_pct,exports_gdp_ratio,imports_gdp_ratio,trade_balance_pct_gdp,gdp_volatility_5yr,debt_accumulation_rate,debt_carrying_capacity,debt_stabilization_gap,fiscal_vulnerability_index,debt_shock_sensitivity,interest_burden_ratio,debt_sustainability_score,high_debt_risk,extreme_deficit,interest_coverage_risk,high_debt_risk_int,risk_score
Ghana,GHA,2009,-356.34999999999997,,99.97500000000001,,,1745.3999999999999,486.6333333333334,7.283333333333334,,5.547499999999999,2453.16,22276.203333333335,,670.6916666666667,11.65,18.291666666666668,,13054.5075,26430000.0,21791.6575,1389.0333333333335,461.3333333333333,,,170.63993669108802,79.58252167602463,4074.6888597222223,-4431.038859722223,293.3470898026605,-2.7297084934073537,0.0,0.0,-13897.649999999998,0.0008245046348846008,0.0031783545319124555,-40.094013041458645,3.7277035026662886,5.137625197018476,-1.409921694352187,1.9853727609695868,0.0,0.03250997455562071,-5.547499999999999,-7787.612230911374,31.21288841974485,0.3408931040266044,-1497.8049703353054,1,0,1,1,2
Ghana,GHA,2010,-356.34999999999997,,99.97500000000001,,,1745.3999999999999,663.35,7.283333333333334,,7.615,2453.16,22276.203333333335,,910.1833333333334,11.65,14.666666666666666,,16205.9875,26430000.0,23486.684999999998,1389.0333333333335,461.3333333333333,,,137.4566241849399,79.58252167602463,3267.176488888889,-3623.5264888888887,235.21224512650682,-2.1988786551883988,0.0,0.0,-14253.999999999998,0.0008886373439273552,0.004362896757190329,-30.999255535636465,4.093240229884172,5.616339845586907,-1.5230996157027357,2.0422677346518507,0.0,0.0553992944694645,-7.615,-7820.795543417523,20.16030488045785,0.4251479337149981,-1516.0603700776696,1,0,1,1,2
Ghana,GHA,2011,-356.34999999999997,,99.97500000000001,,,1745.3999999999999,1057.6333333333334,7.283333333333334,,9.645,2453.16,22276.203333333335,,1319.8083333333334,11.65,12.916666666666666,,19544.615,26430000.0,26764.2425,1389.0333333333335,461.3333333333333,,,113.97616854224724,79.58252167602463,2877.3429305555555,-3233.6929305555554,207.1471476966395,-1.8232643620762032,0.0,0.0,-14610.349999999999,0.001012646329928112,0.005525953936060502,-26.974899439055665,5.4113797244577775,6.752797808160116,-1.341418083702339,2.232000644041127,0.0,0.08462295340648264,-9.645,-7844.275999060215,14.721921770040268,0.482748621508643,-1528.980465412938,1,0,1,1,2
Ghana,GHA,2012,-356.34999999999997,,99.97500000000001,,,1745.3999999999999,1128.45,7.283333333333334,,7.945,2453.16,22276.203333333335,,1480.2749999999999,11.65,14.458333333333334,,24175.3625,26430000.0,29018.285,1389.0333333333335,461.3333333333333,,,92.14423706504229,79.58252167602463,3220.7677319444447,-3577.1177319444446,231.87116209914169,-1.4740213306005234,0.0,0.0,-14966.699999999999,0.001097929814604616,0.004551965165578092,-16.6892099240186,4.667768683923561,6.123072611630953,-1.4553039277073914,1.5654601959168455,0.0,0.08622351492684047,-7.945,-7866.1079305374205,13.322520942320699,0.4312739846330816,-1540.9883478377049,1,0,1,1,2
Ghana,GHA,2013,-963.9083333333333,,111.60833333333333,,,2895.6416666666664,1146.7333333333333,7.283333333333334,,6.895,2453.16,22276.203333333335,,1466.6833333333334,11.65,15.75,,48461.28,26430000.0,49791.032,2666.1749999999997,860.8000000000001,,,45.96701394047647,92.07544672021457,3508.5020250000002,-4472.4103583333335,131.59308841317622,-1.9890278039154834,350.7739672984004,170.49483186006267,-15930.608333333332,0.0018838831630722662,0.0023811647965189062,-2.6706656732883154,2.366287752476479,3.0265055593524015,-0.6602178068759225,1.4988499758147933,0.0,0.1499988667727789,-6.895,-9161.57765808098,7.239804695625044,0.7599183301027166,-1816.2570765103837,0,0,1,0,1
Ghana,GHA,2014,-601.4,,128.9,,,2663.5333333333333,1101.0833333333333,6.791666666666667,,2.5759999999999996,1999.18,22276.203333333335,,1216.6833333333334,15.450000000000001,18.5,,61562.438,27040000.0,51213.182,2062.108333333333,707.225,,,36.18473221176416,77.42003103646783,4121.097616666667,-4722.4976166666665,199.8487446100876,-0.9768943848520099,305.6656459376511,-37.608175051223746,-16532.00833333333,0.0018939786242603552,0.0009671363852526717,20.208187806022288,1.7885635610034372,1.976340399860924,-0.18777683885748667,2.6376637769056166,0.0,0.07119024634269662,-2.5759999999999996,-7705.81837143502,6.6941754591763685,0.500378424668635,-1528.513256062155,0,0,1,0,1
Ghana,GHA,2015,-526.3583333333333,,151.00833333333333,,,3117.0416666666665,860.0166666666668,7.483333333333333,,2.3600000000000003,1756.23,24220.685833333333,,1122.0833333333333,17.133333333333333,23.0,,72471.88200000001,27670000.0,52299.292,2590.6916666666666,725.5500000000001,,,33.420804269072704,83.11379646833937,5570.757741666666,-6097.116075,215.02974720393203,-0.7262931757910376,233.98488055578233,-12.477829508923621,-17058.366666666665,0.0018901081315504157,0.0007571281530297158,38.57143993459799,1.1866901244080656,1.548301634188737,-0.36161150978067114,3.270183588118562,8.728967279133881,0.07061469798869928,6.368967279133881,-8277.958842564864,7.6867849818867215,0.46505193490815494,-1641.7263681386114,0,0,1,0,1
Ghana,GHA,2016,-1453.9083333333335,,177.38333333333333,,,3720.366666666667,928.2083333333334,8.674999999999999,,4.33,1978.46,28004.344166666666,,1076.6583333333335,17.516666666666666,25.916666666666668,,87632.43400000001,28310000.0,54063.592000000004,2806.5166666666664,758.9083333333333,,,31.956597447318035,75.43656091245485,7257.792529861111,-8711.700863194445,258.605003706651,-1.6590984261983792,515.2266026773866,176.22025552934474,-18512.274999999998,0.00190969947015189,0.0011638637768678715,62.091401548014055,1.0592063816615356,1.2286071311602886,-0.1694007494987531,2.519845173815246,15.621598658969994,0.13549627763525857,11.291598658969994,-7511.699493798167,8.282084838429924,0.38669012032510847,-1487.2767892438567,0,0,1,0,1
Ghana,GHA,2017,-922.2166666666667,,199.33333333333334,,,4128.408333333334,1152.9083333333333,7.283333333333334,,5.394,2083.11,31566.18416666667,,1053.95,12.375,22.25,,103314.67,28960000.0,58458.364,3356.4666666666667,1092.5583333333334,,,30.553438506522518,81.30171232254561,7023.475977083334,-7945.692643750001,209.25206994706738,-0.8926289622438582,465.429703065211,-36.56982042655142,-19434.491666666665,0.0020185899171270717,0.0013065568045796503,76.73205839287598,1.1159192913584617,1.0201358626030554,0.09578342875540644,1.9148715361611033,12.71888382317352,0.1765431409249893,7.32488382317352,-8099.617793748039,6.79814006770126,0.47789252467273613,-1606.0854429447165,0,0,1,0,1
Ghana,GHA,2018,-880.0,,218.9416666666667,,,4849.741666666667,1245.2266666666667,7.816666666666666,,6.102,2272.51,35826.340000000004,,1094.5049999999999,9.85,17.666666666666668,,120040.74399999999,29614337.0,62082.826,4146.791666666667,1564.7083333333333,,,29.845149910100528,85.50541351858948,6329.320066666668,-7209.320066666668,152.63173497583475,-0.7330844267343095,319.8564913667449,-4.5777384201109665,-20314.491666666665,0.0020963773728920557,0.0012582113480271286,93.35579859074068,1.037336678508646,0.911777921003222,0.125558757505424,1.6637147592060317,13.495948103325016,0.2044553308789008,7.393948103325016,-8520.696201948847,5.272643150784427,0.655171744040205,-1690.360341961579,0,0,1,0,1
Ghana,GHA,2019,-1093.7749999999999,,183.15833333333333,,,5495.683333333333,1305.6274999999998,7.575,,5.9879999999999995,2256.81,39786.6925,,1117.5575000000001,8.674999999999999,16.0,,138350.77,30280811.0,66123.036,4607.75,1890.2749999999999,,,28.757839584123744,83.84307683909492,6365.8708,-7459.645799999999,138.15573327545982,-0.7905810715762551,113.22121363769507,24.292613636363612,-21408.266666666666,0.0021836613292820985,0.001089582429846455,109.23233167938629,0.9437081557262023,0.8077710734822799,0.13593708224392226,1.5514371402025893,11.054303900426321,0.20822148278849767,5.0663039004263215,-8355.54984432537,4.601254333459799,0.7238208478877706,-1658.3227933320816,0,0,1,0,1
Ghana,GHA,2020,-3439.3333333333335,,117.83333333333333,,,8033.375,1205.9608333333333,11.841666666666667,,0.8240000000000001,2272.46,47836.29666666666,,1035.7133333333334,9.924999999999999,14.75,,154017.72999999998,30816511.0,66462.872,4809.599999999999,1977.3916666666667,,,31.058954489633546,59.87022888885431,7055.853758333333,-10495.187091666667,146.70354620619872,-2.2330762395558836,1419.9489871591372,214.44614599285353,-24847.6,0.002156729293591997,0.00010257208209500989,131.73499032662923,0.7830013033780808,0.6724637048821155,0.11053759849596534,2.1861982526751746,20.231900821277527,0.026530191165160574,19.407900821277526,-5955.963934395797,4.581195787220948,0.681646780776828,-1175.2694836407015,0,0,1,0,1
Ghana,GHA,2021,-3264.9500000000003,,129.60833333333332,,,9106.316666666668,1227.2883333333332,10.299999999999999,,6.3100000000000005,2579.28,58408.45916666667,,1135.7216666666666,9.950000000000001,14.0,,180461.676,30832019.0,69836.82800000001,6101.108333333334,2330.9500000000003,,,32.36612917562988,66.99864013807264,8177.184283333333,-11442.134283333333,134.02784931153218,-1.8092207012418526,1306.7806703650826,-5.070265555340181,-28112.55,0.0022650747588083674,0.0006929256065844405,158.40474312493114,0.6800825308379232,0.6293423023881628,0.0507402284497605,2.316876949688954,22.100712715428305,0.19495689354014947,15.790712715428304,-6667.497884631634,4.531258084588184,0.746113591419061,-1316.6852449147075,0,0,1,0,1
Ghana,GHA,2022,-5700.483333333334,,156.0325,,,12163.059166666666,1457.8633333333335,33.675000000000004,,4.556,2368.9,53715.0025,,1218.4358333333332,31.46666666666667,20.208333333333332,,239146.65,31350393.0,72494.012,8054.27,3202.025,,,22.46111434134662,66.21911387287368,10854.906755208334,-16555.390088541666,134.77207438052528,-2.383676849888273,1358.6164216598083,74.59634399710052,-33813.03333333333,0.002312379688509806,0.00037457681801679417,229.88469447655893,0.6096106022531921,0.5094931638529469,0.1001174384002453,2.3046192744138865,-8.03557692435275,0.20283944646563126,-12.59157692435275,-6599.450272946021,4.539016856480463,0.7419934764649591,-1312.069232459026,0,0,1,0,1
Ghana,GHA,2023,-1553.1666666666667,,183.64583333333334,,,12887.435,1391.9183333333333,48.958333333333336,,3.4219999999999997,2569.5,52438.2125,,1167.3758333333333,40.27916666666667,29.5,,347644.244,31350393.0,74770.38,11334.270833333334,4709.993333333333,,,15.083871919363636,87.94822890151015,15469.2726875,-17022.43935416667,136.48229264123373,-0.4467689868228241,2084.1569171436627,-72.75377234094185,-35366.2,0.002384990197730536,0.0002655299522364225,364.94914697504544,0.40038584195092647,0.33579610578374286,0.06458973616718361,2.223535473069855,-2.376970940288048,0.2268648274324759,-5.798970940288047,-8779.739018231652,4.449742216212273,0.7326957810041083,-1750.7138214400397,0,0,1,0,1
Ghana,GHA,2024,-7720.604166666667,,225.65416666666667,,,18853.628333333334,1597.0641666666668,24.691666666666666,,5.984,2513.11,51102.12916666667,,1282.6291666666666,22.929166666666664,28.333333333333332,,459416.1,33010000.0,78985.702,15549.4375,6561.8341666666665,,,11.123277823016362,82.47450954842732,14478.936597222222,-22199.54076388889,93.11550078401372,-1.680525381384472,3144.264859265854,397.08793862002364,-43086.80416666667,0.002392781036049682,0.0003173924877589875,481.6446374053876,0.3476291245924265,0.2791868127100175,0.06844231188240904,2.222740920575312,-2.547919293269829,0.5379709196526464,-8.53191929326983,-8236.327677019715,3.1515953831879693,1.073935050104657,-1643.479982349818,0,0,0,0,0
Ghana,GHA,2025,2013.1371428571426,,257.1333333333333,,,18585.94,2248.88875,20.87777777777778,,5.984,2513.11,54066.612857142856,,1474.99,17.26222222222222,27.0,,336637.4,33010000.0,50630.7,16595.707142857143,7221.401428571428,,,16.06078613283695,89.29172881682145,14597.985471428572,-12584.84832857143,87.96241911096631,0.5980135133105063,4924.454759310256,-126.0748653783957,-41073.667023809525,0.0015337988488336868,0.00032196380704984523,564.8879039792064,0.668044831025905,0.43815393060901725,0.2298909004168877,1.2272249997453581,5.801096233794278,0.37258450181124453,-0.18290376620572157,-8912.514082035997,4.336412255865977,1.1368491341040547,-1775.5057841026203,0,0,0,0,0
Ivory Coast,CIV,1960,1.5,,8.49,,,24.3,73186.0,,,-1.6,,,,58343.0,4.614166666666667,7.886666666666667,,140.7,11910540.0,3864.54,25.8,24.5,,,,106.17283950617285,,,,1.0660980810234544,,,1.5,0.000324463878212071,-0.06584362139917696,-96.35920445900418,52015.63610518834,41466.24022743426,10549.395877754088,,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1961,2.3,,8.49,,,28.6,73186.0,,,-1.6,,,,58343.0,4.614166666666667,7.886666666666667,,159.3,11910540.0,3864.54,30.9,29.9,,,,108.04195804195804,,,,1.443816698053986,0.5656854249492379,53.33333333333332,3.8,0.000324463878212071,-0.055944055944055944,-95.87790526168702,45942.24733207784,36624.607658505956,9317.639673571877,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1962,-0.9,,8.49,,,31.8,73186.0,,,-1.6,,,,58343.0,4.614166666666667,7.886666666666667,,166.1,11910540.0,3864.54,30.9,29.8,,,,97.1698113207547,,,,-0.5418422636965683,1.6653327995729061,-139.1304347826087,2.9,0.000324463878212071,-0.050314465408805034,-95.70194641535603,44061.40878988561,35125.225767609874,8936.183022275738,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1963,1.2,,8.49,,,33.6,73186.0,,,-1.6,,,,58343.0,4.614166666666667,7.886666666666667,,195.9,11910540.0,3864.54,34.8,33.9,,,,103.57142857142856,,,,0.6125574272588055,1.6258331197676266,-233.33333333333331,4.1,0.000324463878212071,-0.047619047619047616,-94.93083264761135,37358.85655946912,29782.03164880041,7576.824910668708,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1964,0.3,,8.49,,,43.8,73186.0,,,-1.6,,,,58343.0,4.614166666666667,7.886666666666667,,237.1,11910540.0,3864.54,44.1,42.7,,,,100.68493150684932,,,,0.12652889076339097,1.053565375285274,-75.0,4.3999999999999995,0.000324463878212071,-0.03652968036529681,-93.86472904925294,30867.14466469844,24606.916912695066,6260.227752003375,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1965,-2.6,,8.49,,,51.5,68418.2,,,-1.6,,,,58343.0,4.614166666666667,7.886666666666667,,236.8,11910540.0,3864.54,48.9,48.9,,,,94.9514563106796,,,,-1.097972972972973,1.985782801147531,-966.6666666666667,1.7999999999999994,0.000324463878212071,-0.031067961165048546,-93.87249193953225,28892.820945945943,24638.091216216217,4254.729729729728,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1966,-4.7,,8.49,,,58.2,76658.5,,,-1.6,,,,62792.0,4.614166666666667,7.886666666666667,,236.8,11910540.0,4311.88,53.5,50.6,,,,91.92439862542955,,,,-1.9847972972972971,2.51064400768674,80.76923076923077,-2.900000000000001,0.00036202220890068796,-0.027491408934707903,-94.50819596092656,32372.677364864863,26516.89189189189,5855.7854729729725,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1967,-6.4,,8.49,,,59.1,80262.6,,,-1.6,,,,65050.0,4.614166666666667,7.886666666666667,,257.3,11910540.0,4509.99,52.7,47.8,,,,89.17089678510999,,,,-2.487368830159347,1.9035055380358978,36.170212765957444,-9.3,0.0003786553758267887,-0.027072758037225045,-94.2948875718128,31194.170229304313,25281.772250291488,5912.397979012828,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1968,2.2,,8.49,,,71.5,104224.6,,,-1.6,,,,75831.0,4.614166666666667,7.886666666666667,,274.4,11910540.0,5075.85,73.7,69.3,,,,103.0769230769231,,,,0.8017492711370264,4.554484969053399,-134.375,-7.1000000000000005,0.0004261645567707258,-0.022377622377622378,-94.59400888521135,37982.725947521874,27635.204081632655,10347.521865889215,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1969,-8.3,,8.49,,,80.3,117207.5,,,-1.6,,,,91767.5,4.614166666666667,7.886666666666667,,325.1,11910540.0,5560.11,72.0,69.4,,,,89.66376089663761,,,,-2.553060596739465,5.5949381885176654,-477.27272727272737,-15.400000000000002,0.00046682266295230946,-0.019925280199252805,-94.15299337603032,36052.7529990772,28227.468471239616,7825.284527837587,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1970,-13.4,,8.49,,,96.8,130190.4,,,-1.6,,,,107704.0,4.614166666666667,7.886666666666667,,364.0,11910540.0,6137.15,83.4,83.0,,,,86.15702479338843,,,,-3.6813186813186816,7.954244150137711,61.44578313253011,-28.800000000000004,0.0005152705083060885,-0.01652892561983471,-94.06890820657797,35766.593406593405,29589.01098901099,6177.582417582416,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1971,-20.4,,8.49,,,110.8,126558.5,,,-1.6,,,,110838.0,4.614166666666667,7.886666666666667,,414.0,11910540.0,6717.57,90.4,89.9,,,,81.58844765342961,,,,-4.927536231884058,6.074811382531419,52.23880597014925,-49.2,0.0005640021359233083,-0.01444043321299639,-93.83705715013018,30569.685990338166,26772.463768115944,3797.222222222222,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1972,-6.3,,8.52,,,108.5,139540.7,,,-1.6,,,,114317.0,4.614166666666667,7.886666666666667,,439.3,11910540.0,7002.03,102.2,102.2,,,,94.19354838709678,,,,-1.4340997040746641,7.050059101407115,-69.11764705882352,-55.5,0.0005878851840470709,-0.014746543778801843,-93.72610514379402,31764.329615297065,26022.535852492605,5741.793762804464,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1973,-6.6,,9.47,,,125.3,190856.3,,,-1.6,,,,157522.0,4.614166666666667,7.886666666666667,,471.6,11910540.0,7417.88,118.7,117.7,,,,94.73264166001597,,,,-1.3994910941475824,8.055432949258527,4.761904761904767,-62.1,0.000622799637967716,-0.012769353551476457,-93.64238839129239,40469.953350296855,33401.61153519932,7068.341815097537,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1974,-1.1,,11.12,,,156.6,291770.5,,,-1.6,,,,232286.0,4.614166666666667,7.886666666666667,,559.1,11910540.0,7738.91,155.5,139.6,,,,99.29757343550448,,,,-0.19674476837774996,3.092463958291715,-83.33333333333333,-63.2,0.0006497530758471068,-0.010217113665389528,-92.77546837991396,52185.74494723663,41546.413879449115,10639.331067787514,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1975,-18.2,,12.38,,,231.3,254571.7,,,-1.6,,,,241393.0,4.614166666666667,7.886666666666667,,566.2,11910540.0,8377.58,213.1,168.3,,,,92.13143104193688,,,,-3.2144118685976686,8.729452063751381,1554.5454545454543,-81.4,0.0007033753297499526,-0.006917423259835711,-93.24148501118462,44961.4447191805,42633.87495584599,2327.5697633345126,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1976,-41.1,,13.86,,,362.7,392501.0,,,-1.6,,,,311607.0,4.614166666666667,7.886666666666667,,739.0,11910540.0,9459.53,321.6,236.7,,,,88.66832092638545,,,,-5.561569688768606,20.069960969900595,125.82417582417582,-122.5,0.0007942150397882884,-0.0044113592500689275,-92.18777254261047,53112.44925575102,42166.0351826793,10946.414073071719,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1977,20.2,,17.68,,,568.4,529211.7,,,-1.6,,,,429566.0,4.614166666666667,7.886666666666667,,834.5,11910540.0,10151.71,588.6,317.8,,,,103.55383532723434,,,,2.420611144397843,30.974882297328158,-149.1484184914842,-102.3,0.0008523299531339469,-0.002814919071076707,-91.77971001929724,63416.620730976625,51475.853804673454,11940.76692630317,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1978,-148.7,,19.96,,,755.7,524382.2,,,-1.6,,,,522502.0,4.614166666666667,7.886666666666667,,939.9,11910540.0,11259.05,607.0,370.6,,,,80.322879449517,,,,-15.820832003404616,85.50113059681335,-836.1386138613861,-251.0,0.0009453013885180688,-0.002117242291914781,-91.65204879630164,55791.27566762421,55591.233109905304,200.04255771890135,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1979,-202.0,,23.29,,,843.0,534846.9,,,-1.6,,,,528850.0,4.614166666666667,7.886666666666667,,1539.2,11910540.0,11528.61,641.0,406.1,,,,76.0379596678529,,,,-13.123700623700623,116.00354879629043,35.84398117014123,-453.0,0.0009679334438237058,-0.0018979833926453145,-86.6488674697123,34748.36928274429,34358.75779625779,389.611486486488,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1980,-272.0,,26.7,,,890.0,663919.0,,,-1.6,,,,631899.0,4.614166666666667,7.886666666666667,,1782.8,11910540.0,10265.49,618.0,459.7,,,,69.43820224719101,,,,-15.256899259591655,61.83820286306307,34.65346534653466,-725.0,0.0008618828365464538,-0.0017977528089887641,-82.63307450496762,37240.24007179717,35444.18891631142,1796.0511554857528,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1981,-260.0,,29.05,,,891.0,689298.0,,,-1.6,,,,653321.0,4.614166666666667,7.886666666666667,,1944.9,11910540.0,10624.78,631.0,525.4,,,,70.81930415263749,,,,-13.368296570517762,37.43438704364404,-4.411764705882348,-985.0,0.0008920485553131932,-0.0017957351290684624,-81.69467979572283,35441.3080364029,33591.49570672014,1849.81232968276,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1982,-331.1,,31.19,,,1003.1,747452.0,,,-1.6,,,,718593.0,4.614166666666667,7.886666666666667,,2149.9,11910540.0,10646.12,672.0,546.3,,,,66.99232379623167,,,,-15.400716312386622,38.06139776729195,27.346153846153864,-1316.1,0.0008938402456983479,-0.0015950553284817068,-79.80578839990532,34766.82636401693,33424.484859760916,1342.3415042560118,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1983,-262.0,,33.04,,,1025.0,796774.0,,,-1.6,,,,704249.0,4.614166666666667,7.886666666666667,,2291.4,11910540.0,10230.95,763.0,548.2,,,,74.4390243902439,,,,-11.434057781269093,40.48460612792656,-20.869827846572043,-1578.1,0.0008589828840673891,-0.0015609756097560976,-77.60325287485522,34772.36623898053,30734.44182595793,4037.924413022606,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1984,-29.0,,34.45,,,925.0,1184347.0,,,-1.6,,,,658569.0,4.614166666666667,7.886666666666667,,2486.6,11910540.0,9954.62,896.0,587.0,,,,96.86486486486487,,,,-1.166251105927773,158.28677561101983,-88.93129770992367,-1607.1,0.0008357824246423756,-0.00172972972972973,-75.0206436810245,47629.17236387035,26484.71808895681,21144.454274913536,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1985,90.0,,35.08,,,1006.0,1318100.0,,,-1.6,,,,773000.0,4.614166666666667,7.886666666666667,,3135.0,11910540.0,10402.64,1096.0,621.0,,,,108.94632206759442,,,,2.8708133971291865,179.05027227010848,-410.3448275862069,-1517.1,0.0008733978476206788,-0.0015904572564612327,-69.86341928587359,42044.65709728868,24657.097288676236,17387.55980861244,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1986,-95.5,,37.49,,,1035.0,1160400.0,,,-1.6,,,,709000.0,4.614166666666667,7.886666666666667,,3172.0,11910540.0,10741.61,939.5,660.2,,,,90.77294685990339,,,,-3.010718789407314,93.98005107468269,-206.1111111111111,-1612.6,0.000901857514436793,-0.0015458937198067635,-70.46997610227889,36582.59773013871,22351.828499369483,14230.769230769232,0.0,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1987,-257.0,,40.07,,,1051.2,929100.0,,,-1.6,,,,673900.0,4.614166666666667,7.886666666666667,,3031.8,11910540.0,10710.12,794.2,670.4,,,,75.5517503805175,,,,-8.476812454647403,173.63827343071566,169.10994764397907,-1869.6,0.0008992136376688211,-0.0015220700152207,-71.69219392499804,30645.16129032258,22227.719506563757,8417.441783758823,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1988,-447.1,,42.85,,,1236.3,826500.0,,,-1.6,,,,619900.0,4.614166666666667,7.886666666666667,,3054.5,11910540.0,10822.21,789.2,624.0,,,,63.83563859904554,,,,-14.637420199705353,175.9937593590561,73.96887159533074,-2316.7,0.0009086246299496076,-0.0012941842594839442,-71.77563547556367,27058.438369618598,20294.64724177443,6763.791127844165,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1989,-517.9,,43.29,,,1197.5,895700.0,,,-1.6,,,,673400.0,4.614166666666667,7.886666666666667,,3109.5,11910540.0,11146.63,679.6,563.2,,,,56.75156576200418,,,,-16.655410837755266,134.91939568992055,15.835383583091023,-2834.6,0.0009358626896849345,-0.0013361169102296452,-72.10367617836063,28805.27415983277,21656.214825534655,7149.059334298118,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1990,-352.2,,42.95,,,983.0,793012.4,,,-1.6,,,,571103.3,4.614166666666667,7.886666666666667,,3725.61,11910540.0,11023.7,630.8,516.1,,,,64.17090539165818,,,,-9.453485469493586,83.14158606457634,-31.994593550878548,-3186.8,0.0009255415791391491,-0.0016276703967446594,-66.20363398858822,21285.4378209206,15329.12194244701,5956.3158784735915,0.0,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1991,-384.3,,43.69,,,973.8,763073.9,,,0.0,,,,593373.7,4.614166666666667,7.886666666666667,,4089.15,12369269.0,11023.7,589.5,499.9,,,,60.53604436229205,,,,-9.39804115769781,87.87857152533464,9.11413969335606,-3571.1,0.0008912167727939299,0.0,-62.90583016591527,18660.94176051258,14510.930144406539,4150.011616106039,0.7155417527999327,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1992,-344.8,,45.43,,,942.3,801362.7,,,-0.1,,,,615149.1,4.614166666666667,7.886666666666667,,4076.32,12838314.0,11013.98,597.5,499.8,,,,63.40868088719092,,,,-8.458609726419908,20.997698286558855,-10.278428311215194,-3915.9,0.000857899253749363,-0.00010612331529236974,-62.98958233081956,19658.974270911018,15090.795128939826,4568.179141971189,0.8497058314499201,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1993,-350.9,,46.65,,,883.9,713229.0,,,-0.4,,,,570473.3,4.614166666666667,7.886666666666667,,4073.26,13316448.0,10968.86,533.0,435.3,,,,60.300939020251164,,,,-8.614721377962614,21.264289313307028,1.7691415313225045,-4266.8,0.0008237076433595505,-0.0004525398800769318,-62.86523850245148,17510.02882212282,14005.324973117356,3504.703849005464,0.7987490219086343,,,,,,,,0,1,0,0,1
Ivory Coast,CIV,1994,-289.4,,58.77,,,1166.0,1522420.0,,,2.1,,,,1056147.0,4.614166666666667,7.886666666666667,,5883.59,13802285.0,11199.08,876.6,678.5,,,,75.18010291595198,,,,-4.918765583597769,33.883673551333814,-17.526360786548878,-4556.2,0.0008113931859833354,0.0018010291595197256,-47.46363094111302,25875.698340638963,17950.72396275063,7924.97437788833,1.3360389215887387,,,,,,,,0,0,0,0,0
Ivory Coast,CIV,1995,-184.3,,95.37555555555555,,,1322.6,1819297.0,,,7.1,,,,1469768.0,4.614166666666667,7.886666666666667,,7558.21,14299727.0,11994.34,1138.3,897.4,,,,86.0653258732799,,,,-2.438408035765082,84.24549443936664,-36.316516931582576,-4740.5,0.0008387810480577706,0.005368214123695751,-36.98519468349238,24070.474358346753,19445.979934402458,4624.494423944294,3.1564220250150323,,,,,,,,0,0,0,0,0
